#peakID	chr	start	end	strand	PC1
chr20-22850000	chr20	22850000	22900000	+	-0.923759606734153
chr20-22900000	chr20	22900000	22950000	+	-0.772189367745097
chr20-22950000	chr20	22950000	23000000	+	-0.797793162458666
chr20-23000000	chr20	23000000	23050000	+	-0.724738249867499
chr20-23050000	chr20	23050000	23100000	+	-0.436057311660489
chr20-23100000	chr20	23100000	23150000	+	-0.251124539182575
chr20-23150000	chr20	23150000	23200000	+	-0.390532763968098
chr20-23200000	chr20	23200000	23250000	+	-0.848764132643965
chr20-23250000	chr20	23250000	23300000	+	-1.14657358560186
chr20-23300000	chr20	23300000	23350000	+	-0.854160032868906
chr20-23350000	chr20	23350000	23400000	+	-0.485325098759114
chr20-23400000	chr20	23400000	23450000	+	-0.447417450225451
chr20-23450000	chr20	23450000	23500000	+	-0.589029455608573
chr20-23500000	chr20	23500000	23550000	+	-0.851511903929634
chr20-23550000	chr20	23550000	23600000	+	-0.72609806541987
chr20-23600000	chr20	23600000	23650000	+	-0.438987646338892
chr20-23650000	chr20	23650000	23700000	+	-0.846863941228933
chr20-23700000	chr20	23700000	23750000	+	-1.08962574586838
chr20-23750000	chr20	23750000	23800000	+	-1.0439082602422
chr20-23800000	chr20	23800000	23850000	+	-1.17418674204969
chr20-23850000	chr20	23850000	23900000	+	-1.26860258256921
chr20-23900000	chr20	23900000	23950000	+	-1.30247446192289
chr20-23950000	chr20	23950000	24000000	+	-1.12056329712443
chr20-24000000	chr20	24000000	24050000	+	-0.875228966488601
chr20-24050000	chr20	24050000	24100000	+	-1.10401751160993
chr20-24100000	chr20	24100000	24150000	+	-1.2144483317243
chr20-24150000	chr20	24150000	24200000	+	-1.33753126252586
chr20-24200000	chr20	24200000	24250000	+	-1.30754967425357
chr20-24250000	chr20	24250000	24300000	+	-1.34287112145854
chr20-24300000	chr20	24300000	24350000	+	-1.41328080940493
chr20-24350000	chr20	24350000	24400000	+	-1.14226663564186
chr20-24400000	chr20	24400000	24450000	+	-1.29830300657875
chr20-24450000	chr20	24450000	24500000	+	-1.48616847490014
chr20-24500000	chr20	24500000	24550000	+	-1.26804656652428
chr20-24550000	chr20	24550000	24600000	+	-1.1712523926852
chr20-24600000	chr20	24600000	24650000	+	-1.25954821985911
chr20-24650000	chr20	24650000	24700000	+	-1.20745644533554
chr20-24700000	chr20	24700000	24750000	+	-1.02375819885254
chr20-24750000	chr20	24750000	24800000	+	-1.05444833033937
chr20-24800000	chr20	24800000	24850000	+	-1.20647454158592
chr20-24850000	chr20	24850000	24900000	+	-1.1894248932089
chr20-24900000	chr20	24900000	24950000	+	-1.06413594509358
chr20-24950000	chr20	24950000	25000000	+	-0.389582545128737
chr20-25000000	chr20	25000000	25050000	+	-0.154160312846973
chr20-25050000	chr20	25050000	25100000	+	-0.258400396929986
chr20-25100000	chr20	25100000	25150000	+	-0.188456691819329
chr20-25150000	chr20	25150000	25200000	+	0.14939640906755
chr20-25200000	chr20	25200000	25250000	+	0.486450687155406
chr20-25250000	chr20	25250000	25300000	+	0.398871058656621
chr20-25300000	chr20	25300000	25350000	+	0.273553575863459
chr20-25350000	chr20	25350000	25400000	+	0.258021916364118
chr20-25400000	chr20	25400000	25450000	+	-0.0557307878831845
chr20-25450000	chr20	25450000	25500000	+	-0.160976707537103
chr20-25500000	chr20	25500000	25550000	+	-0.0338664126638413
chr20-25550000	chr20	25550000	25600000	+	-0.119297122349155
chr20-25600000	chr20	25600000	25650000	+	0.0582440049709955
chr20-25650000	chr20	25650000	25700000	+	-0.112673640391201
chr20-25700000	chr20	25700000	25750000	+	-0.711251026229516
chr20-25750000	chr20	25750000	25800000	+	-0.951916124409499
chr20-25800000	chr20	25800000	25850000	+	-0.850836598201055
chr20-25850000	chr20	25850000	25900000	+	-0.678497978387169
chr20-25900000	chr20	25900000	25950000	+	-0.812882355069597
chr20-25950000	chr20	25950000	26000000	+	-0.705414323480455
chr20-26000000	chr20	26000000	26050000	+	-0.528525315593677
chr20-26050000	chr20	26050000	26100000	+	-1.44005998096076
chr20-26100000	chr20	26100000	26150000	+	-1.3608296794643
chr20-26150000	chr20	26150000	26200000	+	-1.28279275392653
chr20-26200000	chr20	26200000	26250000	+	-1.33982189383822
chr20-26250000	chr20	26250000	26300000	+	-1.34740738828941
chr20-26300000	chr20	26300000	26350000	+	-1.30474041559382
chr20-26350000	chr20	26350000	26400000	+	-1.2029829686914
chr20-28500000	chr20	28500000	28550000	+	-0.501362297202702
chr20-28550000	chr20	28550000	28600000	+	-0.753837549202341
chr20-28600000	chr20	28600000	28650000	+	-0.81762620323986
chr20-28650000	chr20	28650000	28700000	+	-0.611917140181873
chr20-28700000	chr20	28700000	28750000	+	-1.12828867977295
chr20-28750000	chr20	28750000	28800000	+	-1.18580486388033
chr20-28800000	chr20	28800000	28850000	+	-1.08290373238456
chr20-28850000	chr20	28850000	28900000	+	-1.15353237883133
chr20-28900000	chr20	28900000	28950000	+	-1.2107083240668
chr20-28950000	chr20	28950000	29000000	+	-1.17335296049633
chr20-29000000	chr20	29000000	29050000	+	-0.905697386534126
chr20-29050000	chr20	29050000	29100000	+	-1.04280157674846
chr20-29100000	chr20	29100000	29150000	+	-0.959240538898602
chr20-29150000	chr20	29150000	29200000	+	-0.64944951257037
chr20-29200000	chr20	29200000	29250000	+	-1.06238194529953
chr20-29250000	chr20	29250000	29300000	+	-1.15758411667265
chr20-29300000	chr20	29300000	29350000	+	-1.11586306709804
chr20-29350000	chr20	29350000	29400000	+	-1.12293834943205
chr20-29400000	chr20	29400000	29450000	+	-0.978506745609891
chr20-29450000	chr20	29450000	29500000	+	-1.02586295315497
chr20-29500000	chr20	29500000	29550000	+	-1.03601240854099
chr20-29550000	chr20	29550000	29600000	+	-1.17360078592268
chr20-29600000	chr20	29600000	29650000	+	-1.26187969552101
chr20-29650000	chr20	29650000	29700000	+	-1.16519873783788
chr20-29700000	chr20	29700000	29750000	+	-1.12155516290753
chr20-29750000	chr20	29750000	29800000	+	-1.10003244283998
chr20-29800000	chr20	29800000	29850000	+	-1.14286067402793
chr20-29850000	chr20	29850000	29900000	+	-1.0505018933743
chr20-29900000	chr20	29900000	29950000	+	-0.789494141364068
chr20-30100000	chr20	30100000	30150000	+	-1.22568232642085
chr20-30150000	chr20	30150000	30200000	+	-1.18090054513108
chr20-30200000	chr20	30200000	30250000	+	-1.05693869926658
chr20-30250000	chr20	30250000	30300000	+	-1.30124114241651
chr20-30300000	chr20	30300000	30350000	+	-1.38362607406524
chr20-30350000	chr20	30350000	30400000	+	-1.10676025410361
chr20-30400000	chr20	30400000	30450000	+	-1.05117409956077
chr20-30450000	chr20	30450000	30500000	+	-1.16738080246713
chr20-30500000	chr20	30500000	30550000	+	-1.14540842982391
chr20-30550000	chr20	30550000	30600000	+	-1.18762910070971
chr20-30600000	chr20	30600000	30650000	+	-1.27589101877076
chr20-30650000	chr20	30650000	30700000	+	-1.26241010096575
chr20-30700000	chr20	30700000	30750000	+	-1.28501954961596
chr20-30750000	chr20	30750000	30800000	+	-1.08915714646878
chr20-30800000	chr20	30800000	30850000	+	-1.23444533947126
chr20-30850000	chr20	30850000	30900000	+	-1.43868032319058
chr20-30900000	chr20	30900000	30950000	+	-1.30514325494296
chr20-30950000	chr20	30950000	31000000	+	-1.20430479902311
chr20-31000000	chr20	31000000	31050000	+	-1.03440353763281
chr20-31200000	chr20	31200000	31250000	+	-1.17412754348945
chr20-31250000	chr20	31250000	31300000	+	-1.13817072047779
chr20-31300000	chr20	31300000	31350000	+	-1.25828159282774
chr20-31350000	chr20	31350000	31400000	+	-1.27901782879278
chr20-31400000	chr20	31400000	31450000	+	-1.02764530687088
chr20-31450000	chr20	31450000	31500000	+	-0.770157190190968
chr20-31500000	chr20	31500000	31550000	+	-0.0785345149185749
chr20-31550000	chr20	31550000	31600000	+	0.526077443597056
chr20-31600000	chr20	31600000	31650000	+	0.644327917194898
chr20-31650000	chr20	31650000	31700000	+	0.583150946843686
chr20-31700000	chr20	31700000	31750000	+	0.612961279532551
chr20-31750000	chr20	31750000	31800000	+	0.864790487516155
chr20-31800000	chr20	31800000	31850000	+	1.05125855400591
chr20-31850000	chr20	31850000	31900000	+	0.996176172714718
chr20-31900000	chr20	31900000	31950000	+	0.886123222004273
chr20-31950000	chr20	31950000	32000000	+	0.832121380557896
chr20-32000000	chr20	32000000	32050000	+	0.876810638186506
chr20-32050000	chr20	32050000	32100000	+	0.790145247040559
chr20-32100000	chr20	32100000	32150000	+	0.867781002745971
chr20-32150000	chr20	32150000	32200000	+	1.03416380382068
chr20-32200000	chr20	32200000	32250000	+	1.10842708129176
chr20-32250000	chr20	32250000	32300000	+	0.89343815773944
chr20-32300000	chr20	32300000	32350000	+	1.03968691700753
chr20-32350000	chr20	32350000	32400000	+	1.03325569260966
chr20-32400000	chr20	32400000	32450000	+	1.12704084319191
chr20-32450000	chr20	32450000	32500000	+	1.05286520267128
chr20-32500000	chr20	32500000	32550000	+	1.03433409578173
chr20-32550000	chr20	32550000	32600000	+	1.27926222130337
chr20-32600000	chr20	32600000	32650000	+	1.33082430388034
chr20-32650000	chr20	32650000	32700000	+	1.23157579376161
chr20-32700000	chr20	32700000	32750000	+	1.05564083699839
chr20-32750000	chr20	32750000	32800000	+	1.03068357290058
chr20-32800000	chr20	32800000	32850000	+	0.913038013798501
chr20-32850000	chr20	32850000	32900000	+	0.647583461066603
chr20-32900000	chr20	32900000	32950000	+	0.70902899634768
chr20-32950000	chr20	32950000	33000000	+	0.62989724124399
chr20-33000000	chr20	33000000	33050000	+	0.353944717935319
chr20-33050000	chr20	33050000	33100000	+	0.47305735783843
chr20-33100000	chr20	33100000	33150000	+	0.613210587043167
chr20-33150000	chr20	33150000	33200000	+	0.836223420133375
chr20-33200000	chr20	33200000	33250000	+	1.02577945583641
chr20-33250000	chr20	33250000	33300000	+	1.1031665789419
chr20-33300000	chr20	33300000	33350000	+	1.10608819800809
chr20-33350000	chr20	33350000	33400000	+	1.2493839409562
chr20-33400000	chr20	33400000	33450000	+	1.36970699218465
chr20-33450000	chr20	33450000	33500000	+	1.32417990677972
chr20-33500000	chr20	33500000	33550000	+	1.27161780142336
chr20-33550000	chr20	33550000	33600000	+	1.13628342670069
chr20-33600000	chr20	33600000	33650000	+	1.45534214025775
chr20-33650000	chr20	33650000	33700000	+	1.41521647187743
chr20-33700000	chr20	33700000	33750000	+	1.31187205553217
chr20-33750000	chr20	33750000	33800000	+	1.44333537251922
chr20-33800000	chr20	33800000	33850000	+	1.36112502791703
chr20-33850000	chr20	33850000	33900000	+	1.25454190413623
chr20-33900000	chr20	33900000	33950000	+	1.28200094846693
chr20-33950000	chr20	33950000	34000000	+	1.1145233849362
chr20-34000000	chr20	34000000	34050000	+	1.07800074194444
chr20-34050000	chr20	34050000	34100000	+	1.26605310557148
chr20-34100000	chr20	34100000	34150000	+	1.27465709533575
chr20-34150000	chr20	34150000	34200000	+	1.3115168523739
chr20-34200000	chr20	34200000	34250000	+	1.27766256247089
chr20-34250000	chr20	34250000	34300000	+	1.38249318219597
chr20-34300000	chr20	34300000	34350000	+	1.52142292296014
chr20-34350000	chr20	34350000	34400000	+	1.19389746440767
chr20-34400000	chr20	34400000	34450000	+	1.01874790882749
chr20-34450000	chr20	34450000	34500000	+	0.923585083627246
chr20-34500000	chr20	34500000	34550000	+	1.19841921540935
chr20-34550000	chr20	34550000	34600000	+	1.27151468954426
chr20-34600000	chr20	34600000	34650000	+	1.15305498943786
chr20-34650000	chr20	34650000	34700000	+	1.15521120028733
chr20-34700000	chr20	34700000	34750000	+	1.18958387538889
chr20-34750000	chr20	34750000	34800000	+	1.16388960966942
chr20-34800000	chr20	34800000	34850000	+	1.24656640363046
chr20-34850000	chr20	34850000	34900000	+	1.27273217091699
chr20-34900000	chr20	34900000	34950000	+	1.34051118585441
chr20-34950000	chr20	34950000	35000000	+	1.31553904731405
chr20-35000000	chr20	35000000	35050000	+	1.15011591134844
chr20-35050000	chr20	35050000	35100000	+	1.11777671333826
chr20-35100000	chr20	35100000	35150000	+	1.1179618922653
chr20-35150000	chr20	35150000	35200000	+	1.15287678436808
chr20-35200000	chr20	35200000	35250000	+	1.14405049240094
chr20-35250000	chr20	35250000	35300000	+	1.30413895671838
chr20-35300000	chr20	35300000	35350000	+	1.2962714763753
chr20-35350000	chr20	35350000	35400000	+	1.261443156079
chr20-35400000	chr20	35400000	35450000	+	1.353059748919
chr20-35450000	chr20	35450000	35500000	+	1.31189746294823
chr20-35500000	chr20	35500000	35550000	+	1.17917645023782
chr20-35550000	chr20	35550000	35600000	+	1.35642927071472
chr20-35600000	chr20	35600000	35650000	+	1.21247395150426
chr20-35650000	chr20	35650000	35700000	+	1.19555041611957
chr20-35700000	chr20	35700000	35750000	+	1.25061945001853
chr20-35750000	chr20	35750000	35800000	+	1.38805118602373
chr20-35800000	chr20	35800000	35850000	+	1.30044619579351
chr20-35850000	chr20	35850000	35900000	+	1.20987291637073
chr20-35900000	chr20	35900000	35950000	+	1.14243234586
chr20-35950000	chr20	35950000	36000000	+	1.23271335329419
chr20-36000000	chr20	36000000	36050000	+	1.23333046003668
chr20-36050000	chr20	36050000	36100000	+	1.47723783059892
chr20-36100000	chr20	36100000	36150000	+	1.48482102521213
chr20-36150000	chr20	36150000	36200000	+	1.34964366894456
chr20-36200000	chr20	36200000	36250000	+	1.28346682439881
chr20-36250000	chr20	36250000	36300000	+	1.04969648217744
chr20-36300000	chr20	36300000	36350000	+	0.849309725259704
chr20-36350000	chr20	36350000	36400000	+	0.959585074107309
chr20-36400000	chr20	36400000	36450000	+	1.23291143088773
chr20-36450000	chr20	36450000	36500000	+	1.36651571527702
chr20-36500000	chr20	36500000	36550000	+	1.41813683935269
chr20-36550000	chr20	36550000	36600000	+	1.2819010890526
chr20-36600000	chr20	36600000	36650000	+	1.16740634486684
chr20-36650000	chr20	36650000	36700000	+	1.19575278733355
chr20-36700000	chr20	36700000	36750000	+	1.18349777063198
chr20-36750000	chr20	36750000	36800000	+	1.31647865426351
chr20-36800000	chr20	36800000	36850000	+	1.34249946620541
chr20-36850000	chr20	36850000	36900000	+	1.38916937825206
chr20-36900000	chr20	36900000	36950000	+	1.35268365554872
chr20-36950000	chr20	36950000	37000000	+	1.20716608029816
chr20-37000000	chr20	37000000	37050000	+	1.05058505797048
chr20-37050000	chr20	37050000	37100000	+	1.14029652273199
chr20-37100000	chr20	37100000	37150000	+	1.210384318083
chr20-37150000	chr20	37150000	37200000	+	1.21845658251927
chr20-37200000	chr20	37200000	37250000	+	1.27364753365371
chr20-37250000	chr20	37250000	37300000	+	1.37697923278141
chr20-37300000	chr20	37300000	37350000	+	1.45028288452008
chr20-37350000	chr20	37350000	37400000	+	1.39409388219153
chr20-37400000	chr20	37400000	37450000	+	1.21286175916124
chr20-37450000	chr20	37450000	37500000	+	1.13834944487649
chr20-37500000	chr20	37500000	37550000	+	1.15670053072473
chr20-37550000	chr20	37550000	37600000	+	1.05527949569511
chr20-37600000	chr20	37600000	37650000	+	0.929620498979853
chr20-37650000	chr20	37650000	37700000	+	0.885528530085237
chr20-37700000	chr20	37700000	37750000	+	0.982947639834789
chr20-37750000	chr20	37750000	37800000	+	0.882602644866477
chr20-37800000	chr20	37800000	37850000	+	0.904736516498083
chr20-37850000	chr20	37850000	37900000	+	1.28552463905654
chr20-37900000	chr20	37900000	37950000	+	1.12346362860237
chr20-37950000	chr20	37950000	38000000	+	1.1541809505353
chr20-38000000	chr20	38000000	38050000	+	1.33225637067955
chr20-38050000	chr20	38050000	38100000	+	1.25437390995398
chr20-38100000	chr20	38100000	38150000	+	1.29671100173825
chr20-38150000	chr20	38150000	38200000	+	1.3277941875727
chr20-38200000	chr20	38200000	38250000	+	1.20126967006065
chr20-38250000	chr20	38250000	38300000	+	1.26741141602422
chr20-38300000	chr20	38300000	38350000	+	1.23120840523773
chr20-38350000	chr20	38350000	38400000	+	0.994809765408335
chr20-38400000	chr20	38400000	38450000	+	1.1609820796311
chr20-38450000	chr20	38450000	38500000	+	0.91342959001137
chr20-38500000	chr20	38500000	38550000	+	0.648937909978973
chr20-38550000	chr20	38550000	38600000	+	0.845811205605367
chr20-38600000	chr20	38600000	38650000	+	0.605039949502984
chr20-38650000	chr20	38650000	38700000	+	0.288221750799135
chr20-38700000	chr20	38700000	38750000	+	0.158707503395524
chr20-38750000	chr20	38750000	38800000	+	0.248842884239839
chr20-38800000	chr20	38800000	38850000	+	0.432067853807354
chr20-38850000	chr20	38850000	38900000	+	0.308267581050773
chr20-38900000	chr20	38900000	38950000	+	0.319287541848647
chr20-38950000	chr20	38950000	39000000	+	0.229961946422934
chr20-39000000	chr20	39000000	39050000	+	-0.135806847452699
chr20-39050000	chr20	39050000	39100000	+	-0.594526313215322
chr20-39100000	chr20	39100000	39150000	+	-0.985127814205761
chr20-39150000	chr20	39150000	39200000	+	-1.14114125224099
chr20-39200000	chr20	39200000	39250000	+	-1.08537275051319
chr20-39250000	chr20	39250000	39300000	+	-1.15303777023542
chr20-39300000	chr20	39300000	39350000	+	-1.36977068046836
chr20-39350000	chr20	39350000	39400000	+	-1.34439535737229
chr20-39400000	chr20	39400000	39450000	+	-1.36382819304364
chr20-39450000	chr20	39450000	39500000	+	-1.41617461012588
chr20-39500000	chr20	39500000	39550000	+	-1.33154081675109
chr20-39550000	chr20	39550000	39600000	+	-1.30737802219427
chr20-39600000	chr20	39600000	39650000	+	-1.43287763390251
chr20-39650000	chr20	39650000	39700000	+	-1.37850986702595
chr20-39700000	chr20	39700000	39750000	+	-1.23967182373009
chr20-39750000	chr20	39750000	39800000	+	-1.32000121798423
chr20-39800000	chr20	39800000	39850000	+	-1.32865556865281
chr20-39850000	chr20	39850000	39900000	+	-1.16109609130957
chr20-39900000	chr20	39900000	39950000	+	-1.19260260375245
chr20-39950000	chr20	39950000	40000000	+	-1.24942331541092
chr20-40000000	chr20	40000000	40050000	+	-1.27215374735914
chr20-40050000	chr20	40050000	40100000	+	-1.29637102031239
chr20-40100000	chr20	40100000	40150000	+	-1.28132236348408
chr20-40150000	chr20	40150000	40200000	+	-1.26232821422594
chr20-40200000	chr20	40200000	40250000	+	-0.786830695796891
chr20-40250000	chr20	40250000	40300000	+	-0.44148872310758
chr20-40300000	chr20	40300000	40350000	+	-0.0822793565241818
chr20-40350000	chr20	40350000	40400000	+	0.0215629947520858
chr20-40400000	chr20	40400000	40450000	+	-0.10610818207785
chr20-40450000	chr20	40450000	40500000	+	-0.0670700239916742
chr20-40500000	chr20	40500000	40550000	+	0.0594766099067885
chr20-40550000	chr20	40550000	40600000	+	-0.0445903609691613
chr20-40600000	chr20	40600000	40650000	+	0.205492253949245
chr20-40650000	chr20	40650000	40700000	+	-0.0707415367174309
chr20-40700000	chr20	40700000	40750000	+	-0.691887659866925
chr20-40750000	chr20	40750000	40800000	+	-0.908463032800813
chr20-40800000	chr20	40800000	40850000	+	-0.914082258678447
chr20-40850000	chr20	40850000	40900000	+	-0.856128576032727
chr20-40900000	chr20	40900000	40950000	+	-0.78051146120631
chr20-40950000	chr20	40950000	41000000	+	-0.0533469493299069
chr20-41000000	chr20	41000000	41050000	+	0.558639261024571
chr20-41050000	chr20	41050000	41100000	+	0.426930250866711
chr20-41100000	chr20	41100000	41150000	+	0.244079821813333
chr20-41150000	chr20	41150000	41200000	+	0.430159955581259
chr20-41200000	chr20	41200000	41250000	+	0.320406829801123
chr20-41250000	chr20	41250000	41300000	+	0.160025432899087
chr20-41300000	chr20	41300000	41350000	+	0.0526479312846425
chr20-41350000	chr20	41350000	41400000	+	-0.16390875307248
chr20-41400000	chr20	41400000	41450000	+	-0.434451545025144
chr20-41450000	chr20	41450000	41500000	+	-0.426623858526667
chr20-41500000	chr20	41500000	41550000	+	-0.329097201248023
chr20-41550000	chr20	41550000	41600000	+	-0.321633848882424
chr20-41600000	chr20	41600000	41650000	+	-0.569762936549197
chr20-41650000	chr20	41650000	41700000	+	-1.04293311248521
chr20-41700000	chr20	41700000	41750000	+	-1.16363318387561
chr20-41750000	chr20	41750000	41800000	+	-1.24782828714081
chr20-41800000	chr20	41800000	41850000	+	-1.3439387980295
chr20-41850000	chr20	41850000	41900000	+	-1.32537009218506
chr20-41900000	chr20	41900000	41950000	+	-1.27074203866971
chr20-41950000	chr20	41950000	42000000	+	-1.35317125224276
chr20-42000000	chr20	42000000	42050000	+	-1.33874983241176
chr20-42050000	chr20	42050000	42100000	+	-1.14679320151286
chr20-42100000	chr20	42100000	42150000	+	-1.22380587226757
chr20-42150000	chr20	42150000	42200000	+	-1.34149557794792
chr20-42200000	chr20	42200000	42250000	+	-1.27838452336869
chr20-42250000	chr20	42250000	42300000	+	-1.18493684006334
chr20-42300000	chr20	42300000	42350000	+	-1.25634441344526
chr20-42350000	chr20	42350000	42400000	+	-1.38706992654158
chr20-42400000	chr20	42400000	42450000	+	-1.37763229063349
chr20-42450000	chr20	42450000	42500000	+	-1.37838367299256
chr20-42500000	chr20	42500000	42550000	+	-1.41903538055143
chr20-42550000	chr20	42550000	42600000	+	-1.46964505360988
chr20-42600000	chr20	42600000	42650000	+	-1.3166557355201
chr20-42650000	chr20	42650000	42700000	+	-1.31168702079774
chr20-42700000	chr20	42700000	42750000	+	-1.24100456378053
chr20-42750000	chr20	42750000	42800000	+	-1.18279714317844
chr20-42800000	chr20	42800000	42850000	+	-1.36175240540574
chr20-42850000	chr20	42850000	42900000	+	-1.43851269122128
chr20-42900000	chr20	42900000	42950000	+	-1.40014554623797
chr20-42950000	chr20	42950000	43000000	+	-1.40213019028317
chr20-43000000	chr20	43000000	43050000	+	-1.34514026570079
chr20-43050000	chr20	43050000	43100000	+	-1.35798567918345
chr20-43100000	chr20	43100000	43150000	+	-1.36644745320795
chr20-43150000	chr20	43150000	43200000	+	-1.20859289311258
chr20-43200000	chr20	43200000	43250000	+	-1.24954245778761
chr20-43250000	chr20	43250000	43300000	+	-1.47103734553796
chr20-43300000	chr20	43300000	43350000	+	-1.45576952130868
chr20-43350000	chr20	43350000	43400000	+	-1.18774721298406
chr20-43400000	chr20	43400000	43450000	+	-0.619661611503294
chr20-43450000	chr20	43450000	43500000	+	-0.370702325011504
chr20-43500000	chr20	43500000	43550000	+	-0.357768227511634
chr20-43550000	chr20	43550000	43600000	+	-0.228945393808132
chr20-43600000	chr20	43600000	43650000	+	-0.208837397077772
chr20-43650000	chr20	43650000	43700000	+	-0.33535112436769
chr20-43700000	chr20	43700000	43750000	+	-0.0839110289382212
chr20-43750000	chr20	43750000	43800000	+	0.0834518719182932
chr20-43800000	chr20	43800000	43850000	+	-0.0290751418586453
chr20-43850000	chr20	43850000	43900000	+	-0.0899001303953357
chr20-43900000	chr20	43900000	43950000	+	0.198397257754408
chr20-43950000	chr20	43950000	44000000	+	0.261768405464348
chr20-44000000	chr20	44000000	44050000	+	-0.184223491588535
chr20-44050000	chr20	44050000	44100000	+	0.0721555278875475
chr20-44100000	chr20	44100000	44150000	+	0.457116062749918
chr20-44150000	chr20	44150000	44200000	+	0.709409058982487
chr20-44200000	chr20	44200000	44250000	+	0.753716729757926
chr20-44250000	chr20	44250000	44300000	+	0.628822108446721
chr20-44300000	chr20	44300000	44350000	+	0.825651809715213
chr20-44350000	chr20	44350000	44400000	+	0.950177736079844
chr20-44400000	chr20	44400000	44450000	+	0.910040188801434
chr20-44450000	chr20	44450000	44500000	+	1.06922621742804
chr20-44500000	chr20	44500000	44550000	+	1.11221081413513
chr20-44550000	chr20	44550000	44600000	+	1.183317828183
chr20-44600000	chr20	44600000	44650000	+	1.10305661240135
chr20-44650000	chr20	44650000	44700000	+	1.27658519425165
chr20-44700000	chr20	44700000	44750000	+	1.44540924189923
chr20-44750000	chr20	44750000	44800000	+	1.23614488610318
chr20-44800000	chr20	44800000	44850000	+	1.01144883604429
chr20-44850000	chr20	44850000	44900000	+	1.07870173950045
chr20-44900000	chr20	44900000	44950000	+	1.19472521626149
chr20-44950000	chr20	44950000	45000000	+	1.17909153030818
chr20-45000000	chr20	45000000	45050000	+	1.15047669390546
chr20-45050000	chr20	45050000	45100000	+	1.09949028586762
chr20-45100000	chr20	45100000	45150000	+	1.15329188897987
chr20-45150000	chr20	45150000	45200000	+	1.24169888109969
chr20-45200000	chr20	45200000	45250000	+	1.27040092087437
chr20-45250000	chr20	45250000	45300000	+	1.30634966968165
chr20-45300000	chr20	45300000	45350000	+	1.32263702797512
chr20-45350000	chr20	45350000	45400000	+	1.28067629407288
chr20-45400000	chr20	45400000	45450000	+	1.25920100781515
chr20-45450000	chr20	45450000	45500000	+	1.24294781504805
chr20-45500000	chr20	45500000	45550000	+	1.14124155418239
chr20-45550000	chr20	45550000	45600000	+	0.930818428489175
chr20-45600000	chr20	45600000	45650000	+	0.737602754935871
chr20-45650000	chr20	45650000	45700000	+	0.892160307882884
chr20-45700000	chr20	45700000	45750000	+	1.04914190638695
chr20-45750000	chr20	45750000	45800000	+	1.31704290040523
chr20-45800000	chr20	45800000	45850000	+	1.52894308633714
chr20-45850000	chr20	45850000	45900000	+	1.5529672851873
chr20-45900000	chr20	45900000	45950000	+	1.47917607594498
chr20-45950000	chr20	45950000	46000000	+	1.40561903698469
chr20-46000000	chr20	46000000	46050000	+	1.39667764991936
chr20-46050000	chr20	46050000	46100000	+	1.32697189475527
chr20-46100000	chr20	46100000	46150000	+	1.01517665321239
chr20-46150000	chr20	46150000	46200000	+	0.904974966708374
chr20-46200000	chr20	46200000	46250000	+	1.06700026992919
chr20-46250000	chr20	46250000	46300000	+	1.10038785825684
chr20-46300000	chr20	46300000	46350000	+	1.16040697556447
chr20-46350000	chr20	46350000	46400000	+	1.2967900569475
chr20-46400000	chr20	46400000	46450000	+	1.08175394867407
chr20-46450000	chr20	46450000	46500000	+	0.660399894383742
chr20-46500000	chr20	46500000	46550000	+	0.764855453836239
chr20-46550000	chr20	46550000	46600000	+	0.876780524580994
chr20-46600000	chr20	46600000	46650000	+	0.828661375283169
chr20-46650000	chr20	46650000	46700000	+	1.15157162618779
chr20-46700000	chr20	46700000	46750000	+	1.27689587541581
chr20-46750000	chr20	46750000	46800000	+	1.09513321496036
chr20-46800000	chr20	46800000	46850000	+	1.06351840531108
chr20-46850000	chr20	46850000	46900000	+	1.10240974691087
chr20-46900000	chr20	46900000	46950000	+	1.2091271371857
chr20-46950000	chr20	46950000	47000000	+	1.13388949890121
chr20-47000000	chr20	47000000	47050000	+	1.17374830312076
chr20-47050000	chr20	47050000	47100000	+	1.10343703024471
chr20-47100000	chr20	47100000	47150000	+	1.11492339568759
chr20-47150000	chr20	47150000	47200000	+	1.24028846249203
chr20-47200000	chr20	47200000	47250000	+	1.17721722779662
chr20-47250000	chr20	47250000	47300000	+	1.24190580314708
chr20-47300000	chr20	47300000	47350000	+	1.4602624479702
chr20-47350000	chr20	47350000	47400000	+	1.46823143404339
chr20-47400000	chr20	47400000	47450000	+	1.37340950370771
chr20-47450000	chr20	47450000	47500000	+	1.38664513739153
chr20-47500000	chr20	47500000	47550000	+	1.30863234617227
chr20-47550000	chr20	47550000	47600000	+	1.1902608812444
chr20-47600000	chr20	47600000	47650000	+	1.08492182121523
chr20-47650000	chr20	47650000	47700000	+	1.14999425016583
chr20-47700000	chr20	47700000	47750000	+	1.16125234776637
chr20-47750000	chr20	47750000	47800000	+	1.3540744745316
chr20-47800000	chr20	47800000	47850000	+	1.36573718400364
chr20-47850000	chr20	47850000	47900000	+	1.23119042825986
chr20-47900000	chr20	47900000	47950000	+	1.18153738759378
chr20-47950000	chr20	47950000	48000000	+	1.19612791389014
chr20-48000000	chr20	48000000	48050000	+	0.963151519249452
chr20-48050000	chr20	48050000	48100000	+	0.784624901873399
chr20-48100000	chr20	48100000	48150000	+	0.967929490882854
